종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"000220","유유제약","KOSPI","의약품","4430","45","1.03","75453314930"
"000225","유유제약1우","KOSPI","의약품","5090","40","0.79","11538673700"
"000227","유유제약2우B","KOSPI","의약품","10260","120","1.18","3340245600"
"001200","유진투자증권","KOSPI","증권","3845","60","1.59","372451377210"
"000100","유한양행","KOSPI","의약품","140800","6000","4.45","11293436211200"
"000105","유한양행우","KOSPI","의약품","128200","6200","5.08","151396508000"
"003460","유화증권","KOSPI","증권","2245","0","0.00","127296921675"
"003465","유화증권우","KOSPI","증권","2230","0","0.00","38972427750"
"008730","율촌화학","KOSPI","화학","29950","450","1.53","742760000000"
"008250","이건산업","KOSPI","종이목재","5020","95","1.93","54982227700"
"025820","이구산업","KOSPI","철강금속","4435","115","2.66","148315270000"
"214320","이노션","KOSPI","서비스업","20450","250","1.24","818000000000"
"088260","이리츠코크렙","KOSPI","서비스업","4370","-50","-1.13","276802748300"
"139480","이마트","KOSPI","유통업","64300","400","0.63","1792415161700"
"457190","이수스페셜티케미컬","KOSPI","화학","41850","2150","5.42","1264216518000"
"007660","이수페타시스","KOSPI","전기전자","34500","-500","-1.43","2182001455500"
"005950","이수화학","KOSPI","화학","7800","110","1.43","177237364200"
"015020","이스타코","KOSPI","서비스업","723","-23","-3.08","30981706800"
"093230","이아이디","KOSPI","유통업","1392","0","0.00","354103029120"
"074610","이엔플러스","KOSPI","기계","1370","53","4.02","100523378730"
"102460","이연제약","KOSPI","의약품","16560","930","5.95","307797590160"
"084680","이월드","KOSPI","기타제조업","1717","12","0.70","243481233381"
"350520","이지스레지던스리츠","KOSPI","서비스업","3935","5","0.13","145068504870"
"334890","이지스밸류리츠","KOSPI","서비스업","5070","-10","-0.20","260818387830"
"000760","이화산업","KOSPI","유통업","11690","200","1.74","32732000000"
"014990","인디에프","KOSPI","섬유의복","670","-16","-2.33","50325706650"
"101140","인바이오젠","KOSPI","유통업","9340","0","0.00","93812977440"
"006490","인스코비","KOSPI","통신업","1498","-25","-1.64","178814759004"
"023800","인지컨트롤스","KOSPI","운수장비","6430","50","0.78","101653136710"
"034590","인천도시가스","KOSPI","전기가스업","25500","50","0.20","111556227000"
"129260","인터지스","KOSPI","운수창고업","2200","-10","-0.45","65445322800"
"023810","인팩","KOSPI","운수장비","7020","50","0.72","70200000000"
"249420","일동제약","KOSPI","의약품","13520","80","0.60","379405013520"
"000230","일동홀딩스","KOSPI","의약품","7830","70","0.90","90361332000"
"013360","일성건설","KOSPI","건설업","1276","2","0.16","68935746880"
"003120","일성아이에스","KOSPI","의약품","15850","220","1.41","210805000000"
"003200","일신방직","KOSPI","섬유의복","7990","30","0.38","186007200000"
"007110","일신석재","KOSPI","유통업","1360","-49","-3.48","105340989600"
"007570","일양약품","KOSPI","의약품","12700","180","1.44","242387932800"
"007575","일양약품우","KOSPI","의약품","11860","110","0.94","5278648800"
"008500","일정실업","KOSPI","섬유의복","15050","100","0.67","18060000000"
"081000","일진다이아","KOSPI","화학","12970","470","3.76","184212585750"
"020760","일진디스플","KOSPI","전기전자","900","-6","-0.66","46362366900"
"103590","일진전기","KOSPI","전기전자","26950","1800","7.16","1285121260500"
"271940","일진하이솔루스","KOSPI","운수장비","21300","100","0.47","773470947000"
"015860","일진홀딩스","KOSPI","기타금융","4035","45","1.13","199117093905"
"226320","잇츠한불","KOSPI","화학","11930","150","1.27","261616727950"
"317400","자이에스앤디","KOSPI","서비스업","3750","-140","-3.60","145434450000"
"033240","자화전자","KOSPI","전기전자","15910","120","0.76","352499891700"
"000950","전방","KOSPI","섬유의복","19110","-90","-0.47","32104800000"
"079900","전진건설로봇","KOSPI","기계","21050","-1550","-6.86","323340082700"
"348950","제이알글로벌리츠","KOSPI","서비스업","3025","-45","-1.47","597062400000"
"194370","제이에스코퍼레이션","KOSPI","기타제조업","17540","440","2.57","233906441540"
"025620","제이준코스메틱","KOSPI","화학","5020","25","0.50","22513926920"
"030000","제일기획","KOSPI","서비스업","18390","-90","-0.49","2115608127750"
"271980","제일약품","KOSPI","의약품","14000","-40","-0.28","205868208000"
"001560","제일연마","KOSPI","비금속광물","8850","240","2.79","87615000000"
"002620","제일파마홀딩스","KOSPI","서비스업","8830","160","1.85","141044724650"
"006220","제주은행","KOSPI","은행","8450","110","1.32","271488140300"
"089590","제주항공","KOSPI","운수창고업","9630","470","5.13","776572685550"
"004910","조광페인트","KOSPI","화학","6140","-50","-0.81","78592000000"
"004700","조광피혁","KOSPI","기타제조업","54000","200","0.37","359053452000"
"001550","조비","KOSPI","화학","10150","0","0.00","52701225850"
"462520","조선내화","KOSPI","비금속광물","16940","150","0.89","200826545920"
"120030","조선선재","KOSPI","기계","95400","700","0.74","119979905400"
"018470","조일알미늄","KOSPI","철강금속","1648","20","1.23","208689076208"
"002600","조흥","KOSPI","음식료품","173900","900","0.52","104340000000"
"185750","종근당","KOSPI","의약품","103400","3000","2.99","1362235028000"
"063160","종근당바이오","KOSPI","의약품","24750","550","2.27","135777559500"
"001630","종근당홀딩스","KOSPI","의약품","55500","500","0.91","278047285500"
"109070","주성코퍼레이션","KOSPI","전기전자","4100","0","0.00","216521943000"
"044380","주연테크","KOSPI","전기전자","343","1","0.29","22776521236"
"013890","지누스","KOSPI","기타제조업","26000","1000","4.00","526781632000"
"013870","지엠비코리아","KOSPI","운수장비","3900","30","0.78","74381892000"
"071320","지역난방공사","KOSPI","전기가스업","45650","-350","-0.76","528569663600"
"088790","진도","KOSPI","유통업","1800","35","1.98","22405939200"
"003780","진양산업","KOSPI","화학","6750","-20","-0.30","87750000000"
"010640","진양폴리","KOSPI","화학","6970","-150","-2.11","69700000000"
"100250","진양홀딩스","KOSPI","화학","3190","5","0.16","178305981480"
"051630","진양화학","KOSPI","화학","2690","0","0.00","42502000000"
"272450","진에어","KOSPI","운수창고업","11620","600","5.44","606564000000"
"011000","진원생명과학","KOSPI","의약품","2425","25","1.04","194094659875"
"002780","진흥기업","KOSPI","건설업","738","1","0.14","107358147810"
"002787","진흥기업2우B","KOSPI","건설업","11770","260","2.26","3469890160"
"002785","진흥기업우B","KOSPI","건설업","3795","-20","-0.52","3253142310"
"009310","참엔지니어링","KOSPI","기계","392","10","2.62","33268028248"
"000650","천일고속","KOSPI","운수창고업","39900","100","0.25","57025878000"
"012600","청호ICT","KOSPI","기계","2490","0","0.00","116119947330"
"033250","체시스","KOSPI","운수장비","1434","22","1.56","45888000000"
"035720","카카오","KOSPI","서비스업","37350","1200","3.32","16565879413800"
"323410","카카오뱅크","KOSPI","은행","22550","800","3.68","10755530014350"
"377300","카카오페이","KOSPI","기타금융","24250","450","1.89","3264437660500"
"006380","카프로","KOSPI","화학","3660","0","0.00","618539985360"
"001620","케이비아이동국실업","KOSPI","운수장비","573","0","0.00","63770906763"
"029460","케이씨","KOSPI","의료정밀","18980","150","0.80","257255755120"
"281820","케이씨텍","KOSPI","의료정밀","36300","-100","-0.27","757274482800"
"381970","케이카","KOSPI","유통업","12680","-320","-2.46","610948685640"
"145270","케이탑리츠","KOSPI","서비스업","1005","3","0.30","48301077870"
"417310","코람코더원리츠","KOSPI","서비스업","4780","-55","-1.14","193112000000"
"357120","코람코라이프인프라리츠","KOSPI","서비스업","4530","-45","-0.98","440929153620"
"007815","코리아써우","KOSPI","전기전자","5810","160","2.83","17224848900"
"007810","코리아써키트","KOSPI","전기전자","9970","160","1.63","235498887470"
"00781K","코리아써키트2우B","KOSPI","전기전자","5740","90","1.59","4498432260"
"003690","코리안리","KOSPI","보험","9390","-30","-0.32","1552801069140"
"192820","코스맥스","KOSPI","화학","155300","2100","1.37","1762578747700"
"044820","코스맥스비티아이","KOSPI","기타금융","8840","80","0.91","84898661640"
"005070","코스모신소재","KOSPI","화학","104900","5500","5.53","3410378304400"
"005420","코스모화학","KOSPI","화학","21750","850","4.07","835378959000"
"071950","코아스","KOSPI","기타제조업","9800","-60","-0.61","32249056000"
"002020","코오롱","KOSPI","기타금융","14310","0","0.00","180684156060"
"138490","코오롱ENP","KOSPI","화학","6130","420","7.36","232940000000"
"003070","코오롱글로벌","KOSPI","건설업","9160","280","3.15","173423651080"
"003075","코오롱글로벌우","KOSPI","건설업","17180","410","2.44","12725861660"
"450140","코오롱모빌리티그룹","KOSPI","유통업","2230","10","0.45","139993267500"
"45014K","코오롱모빌리티그룹우","KOSPI","유통업","3780","-10","-0.26","9284133600"
"002025","코오롱우","KOSPI","기타금융","12920","240","1.89","13906958800"
"120110","코오롱인더","KOSPI","화학","31400","150","0.48","864099457400"
"120115","코오롱인더우","KOSPI","화학","20850","150","0.72","57709881000"
"021240","코웨이","KOSPI","서비스업","64400","1700","2.71","4752695463600"
"036420","콘텐트리중앙","KOSPI","서비스업","9210","110","1.21","177405856680"
"024720","콜마홀딩스","KOSPI","기타금융","7190","160","2.28","246590102210"
"031820","콤텍시스템","KOSPI","서비스업","564","-6","-1.05","68273026824"
"192400","쿠쿠홀딩스","KOSPI","기타금융","23250","-750","-3.13","826820801250"
"284740","쿠쿠홈시스","KOSPI","서비스업","22600","450","2.03","507083658000"
"264900","크라운제과","KOSPI","음식료품","8550","-20","-0.23","107078917500"
"26490K","크라운제과우","KOSPI","음식료품","10070","0","0.00","7789749200"
"005740","크라운해태홀딩스","KOSPI","기타금융","6020","110","1.86","89381028940"
"005745","크라운해태홀딩스우","KOSPI","기타금융","8800","120","1.38","5286388800"
"259960","크래프톤","KOSPI","서비스업","337500","4000","1.20","16166288812500"
"020120","키다리스튜디오","KOSPI","서비스업","4115","5","0.12","152517397090"
"039490","키움증권","KOSPI","증권","135300","2500","1.88","3453763321800"
"014580","태경비케이","KOSPI","비금속광물","4535","40","0.89","125089358500"
"015890","태경산업","KOSPI","화학","5210","30","0.58","152281787500"
"006890","태경케미컬","KOSPI","화학","10790","100","0.94","125164000000"
"003240","태광산업","KOSPI","화학","653000","1000","0.15","727050200000"
"011280","태림포장","KOSPI","종이목재","2100","60","2.94","148692474000"
"004100","태양금속","KOSPI","운수장비","3360","-30","-0.88","123312000000"
"004105","태양금속우","KOSPI","운수장비","5250","-40","-0.76","17325000000"
"009410","태영건설","KOSPI","건설업","3655","-45","-1.22","1052294006735"
"009415","태영건설우","KOSPI","건설업","7200","-140","-1.91","4679812800"
"001420","태원물산","KOSPI","운수장비","3640","-85","-2.28","27664000000"
"055490","테이팩스","KOSPI","화학","16950","310","1.86","80845567500"
"078000","텔코웨어","KOSPI","서비스업","9980","30","0.30","92215968460"
"214420","토니모리","KOSPI","화학","7470","360","5.06","179689348530"
"019180","티에이치엔","KOSPI","전기전자","3210","25","0.78","57780000000"
"363280","티와이홀딩스","KOSPI","기타금융","3390","-35","-1.02","170955218520"
"36328K","티와이홀딩스우","KOSPI","기타금융","4720","-5","-0.11","5867026080"
"091810","티웨이항공","KOSPI","운수창고업","3305","130","4.09","711827515680"
"004870","티웨이홀딩스","KOSPI","비금속광물","839","14","1.70","94319916033"
"034230","파라다이스","KOSPI","서비스업","10570","100","0.96","970026055110"
"005690","파미셀","KOSPI","의약품","5250","270","5.42","315089061000"
"036580","팜스코","KOSPI","음식료품","2160","50","2.37","79332356880"
"004720","팜젠사이언스","KOSPI","의약품","4785","80","1.70","86984242125"
"028670","팬오션","KOSPI","운수창고업","3630","70","1.97","1940487328560"
"010820","퍼스텍","KOSPI","기계","3125","-50","-1.57","152412306250"
"016800","퍼시스","KOSPI","기타제조업","42300","50","0.12","486450000000"
"001020","페이퍼코리아","KOSPI","종이목재","797","-7","-0.87","141852700461"
"090080","평화산업","KOSPI","운수장비","1032","8","0.78","56659131288"
"010770","평화홀딩스","KOSPI","운수장비","2795","-15","-0.53","40878177470"
"022100","포스코DX","KOSPI","서비스업","29400","1850","6.72","4469821032600"
"058430","포스코스틸리온","KOSPI","철강금속","37400","900","2.47","224400000000"
"047050","포스코인터내셔널","KOSPI","유통업","53900","3500","6.94","9482238273200"
"003670","포스코퓨처엠","KOSPI","전기전자","241000","13000","5.70","18668636020000"
"017810","풀무원","KOSPI","음식료품","10390","160","1.56","396072431380"
"103140","풍산","KOSPI","철강금속","66000","0","0.00","1849602348000"
"005810","풍산홀딩스","KOSPI","기타금융","27850","550","2.01","401521582200"
"950210","프레스티지바이오파마","KOSPI","서비스업","17940","740","4.30","1078125020700"
"009810","플레이그램","KOSPI","유통업","365","-12","-3.18","55438937500"
"086790","하나금융지주","KOSPI","기타금융","60300","-800","-1.31","17320625064000"
"293480","하나제약","KOSPI","의약품","11350","40","0.35","201722937100"
"039130","하나투어","KOSPI","서비스업","50900","2900","6.04","816394516500"
"352820","하이브","KOSPI","서비스업","197300","10600","5.68","8217958738100"
"071090","하이스틸","KOSPI","철강금속","3170","80","2.59","64006963070"
"019490","하이트론","KOSPI","전기전자","3395","-235","-6.47","102000293255"
"000080","하이트진로","KOSPI","음식료품","20500","-350","-1.68","1437739025500"
"000087","하이트진로2우B","KOSPI","음식료품","16350","70","0.43","18477756300"
"000140","하이트진로홀딩스","KOSPI","기타금융","9700","-50","-0.51","225105620500"
"000145","하이트진로홀딩스우","KOSPI","기타금융","11290","-30","-0.27","5315444900"
"152550","한국ANKOR유전","KOSPI","기타금융","374","6","1.63","26187480000"
"036460","한국가스공사","KOSPI","전기가스업","40500","2750","7.28","3738676500000"
"005430","한국공항","KOSPI","운수창고업","56700","1500","2.72","179532328500"
"071050","한국금융지주","KOSPI","기타금융","77700","-200","-0.26","4329909578400"
"071055","한국금융지주우","KOSPI","기타금융","52800","0","0.00","309315652800"
"010040","한국내화","KOSPI","비금속광물","2290","50","2.23","94043571980"
"025540","한국단자","KOSPI","전기전자","77000","-900","-1.16","801955000000"
"010100","한국무브넥스","KOSPI","운수장비","3615","40","1.12","110078268300"
"004090","한국석유","KOSPI","비금속광물","16300","250","1.56","206914156000"
"002200","한국수출포장","KOSPI","종이목재","2675","40","1.52","107000000000"
"002960","한국쉘석유","KOSPI","화학","333000","0","0.00","432900000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","17030","0","0.00","1616747137200"
"123890","한국자산신탁","KOSPI","기타금융","2905","0","0.00","360155369560"
"015760","한국전력","KOSPI","전기가스업","23100","50","0.22","14829370178700"
"006200","한국전자홀딩스","KOSPI","기타금융","733","3","0.41","34306698688"
"027970","한국제지","KOSPI","종이목재","942","-3","-0.32","179147899254"
"023350","한국종합기술","KOSPI","서비스업","4450","5","0.11","48727500000"
"025890","한국주강","KOSPI","기계","1985","2","0.10","22448879115"
"000970","한국주철관","KOSPI","철강금속","6390","-10","-0.16","145695195000"
"104700","한국철강","KOSPI","철강금속","9230","10","0.11","391813500000"
"017960","한국카본","KOSPI","기계","10610","20","0.19","550748675720"
"161890","한국콜마","KOSPI","화학","69900","2100","3.10","1649994882300"
"161390","한국타이어앤테크놀로지","KOSPI","화학","36650","1450","4.12","4540021278850"
"034830","한국토지신탁","KOSPI","기타금융","1039","0","0.00","262336309970"
"007280","한국특강","KOSPI","철강금속","1546","-26","-1.65","94017378806"
"168490","한국패러랠","KOSPI","기타금융","184","27","17.20","14723680000"
"047810","한국항공우주","KOSPI","운수장비","57400","-200","-0.35","5595071141800"
"123690","한국화장품","KOSPI","유통업","6840","250","3.79","109905120000"
"003350","한국화장품제조","KOSPI","화학","84000","8100","10.67","380688000000"
"011500","한농화성","KOSPI","화학","17790","430","2.48","278182977180"
"002390","한독","KOSPI","의약품","13720","70","0.51","188835672760"
"053690","한미글로벌","KOSPI","서비스업","14480","230","1.61","158665324000"
"042700","한미반도체","KOSPI","기계","95600","2800","3.02","9272591410400"
"008930","한미사이언스","KOSPI","기타금융","38700","2450","6.76","2646752985000"
"128940","한미약품","KOSPI","의약품","335000","28500","9.30","4291681985000"
"009240","한샘","KOSPI","유통업","52400","500","0.96","1233177827200"
"020000","한섬","KOSPI","섬유의복","15580","20","0.13","364548630000"
"003680","한성기업","KOSPI","음식료품","5140","80","1.58","31916907100"
"105630","한세실업","KOSPI","섬유의복","15390","150","0.98","615600000000"
"069640","한세엠케이","KOSPI","유통업","1576","40","2.60","47447847152"
"016450","한세예스24홀딩스","KOSPI","섬유의복","4870","40","0.83","194800000000"
"010420","한솔PNS","KOSPI","유통업","1048","15","1.45","21476676576"
"009180","한솔로지스틱스","KOSPI","운수창고업","2285","-20","-0.87","64336060125"
"213500","한솔제지","KOSPI","종이목재","9240","70","0.76","219917322240"
"014680","한솔케미칼","KOSPI","화학","125700","3300","2.70","1424834011500"
"004710","한솔테크닉스","KOSPI","전기전자","4360","50","1.16","139999068080"
"004150","한솔홀딩스","KOSPI","기타금융","2290","5","0.22","96199641330"
"025750","한솔홈데코","KOSPI","종이목재","695","10","1.46","55992778555"
"004960","한신공영","KOSPI","건설업","6730","0","0.00","77870824460"
"011700","한신기계","KOSPI","기계","3590","210","6.21","116481682090"
"001750","한양증권","KOSPI","증권","12310","-10","-0.08","156688253540"
"001755","한양증권우","KOSPI","증권","13380","20","0.15","7024500000"
"018880","한온시스템","KOSPI","기계","3985","-20","-0.50","2127193000000"
"009420","한올바이오파마","KOSPI","의약품","44200","2200","5.24","2309036199600"
"014130","한익스프레스","KOSPI","운수창고업","3505","45","1.30","42060000000"
"300720","한일시멘트","KOSPI","비금속광물","14030","60","0.43","971739406200"
"002220","한일철강","KOSPI","철강금속","2030","35","1.75","54195843800"
"006390","한일현대시멘트","KOSPI","비금속광물","13730","100","0.73","265368936560"
"003300","한일홀딩스","KOSPI","비금속광물","14010","20","0.14","431968704840"
"051600","한전KPS","KOSPI","건설업","44500","1050","2.42","2002500000000"
"052690","한전기술","KOSPI","서비스업","67500","100","0.15","2579850000000"
"130660","한전산업","KOSPI","서비스업","12790","90","0.71","416954000000"
"002320","한진","KOSPI","운수창고업","19110","-40","-0.21","285649171080"
"003480","한진중공업홀딩스","KOSPI","전기가스업","3465","40","1.17","102320798580"
"180640","한진칼","KOSPI","기타금융","83600","0","0.00","5581326524400"
"18064K","한진칼우","KOSPI","기타금융","24750","-150","-0.60","13284958500"
"005110","한창","KOSPI","유통업","1254","0","0.00","23332434378"
"009460","한창제지","KOSPI","종이목재","718","-4","-0.55","42841254948"
"372910","한컴라이프케어","KOSPI","의료정밀","4070","-20","-0.49","112634832420"
"000880","한화","KOSPI","화학","27200","-150","-0.55","2038877592000"
"00088K","한화3우B","KOSPI","화학","15000","-10","-0.07","337080000000"
"452260","한화갤러리아","KOSPI","유통업","1268","17","1.36","245813985480"
"45226K","한화갤러리아우","KOSPI","유통업","2635","70","2.73","7653278450"
"451800","한화리츠","KOSPI","서비스업","3775","10","0.27","266515000000"
"088350","한화생명","KOSPI","보험","2920","-5","-0.17","2536107600000"
"000370","한화손해보험","KOSPI","보험","4755","-5","-0.11","555093540825"
"009830","한화솔루션","KOSPI","화학","22150","650","3.02","3807419672400"
"009835","한화솔루션우","KOSPI","화학","19670","530","2.77","50657114830"
"272210","한화시스템","KOSPI","전기전자","17890","420","2.40","3379767869210"
"012450","한화에어로스페이스","KOSPI","운수장비","367000","-11500","-3.04","16728286087000"
"082740","한화엔진","KOSPI","기계","13700","-110","-0.80","1143225845400"
"042660","한화오션","KOSPI","운수장비","27050","250","0.93","8288482307700"
"000885","한화우","KOSPI","화학","40450","-350","-0.86","19387442300"
"489790","한화인더스트리얼솔루션즈","KOSPI","기타금융","43100","50","0.12","2176049609000"
"003530","한화투자증권","KOSPI","증권","3360","-10","-0.30","720880524000"
"003535","한화투자증권우","KOSPI","증권","6750","-50","-0.74","32400000000"
"195870","해성디에스","KOSPI","전기전자","26800","150","0.56","455600000000"
"101530","해태제과식품","KOSPI","음식료품","6300","140","2.27","183435978600"
"143210","핸즈코퍼레이션","KOSPI","운수장비","1914","5","0.26","41870179758"
"000720","현대건설","KOSPI","건설업","28100","0","0.00","3129096996500"
"000725","현대건설우","KOSPI","건설업","49700","100","0.20","52418242100"
"453340","현대그린푸드","KOSPI","유통업","12070","210","1.77","408942631980"
"086280","현대글로비스","KOSPI","운수창고업","121400","-500","-0.41","9105000000000"
"064350","현대로템","KOSPI","운수장비","61500","0","0.00","6712251019500"
"079430","현대리바트","KOSPI","기타제조업","7920","-70","-0.88","162639433440"
"012330","현대모비스","KOSPI","운수장비","248500","0","0.00","23109280859000"
"069960","현대백화점","KOSPI","유통업","46700","350","0.76","1092893994700"
"004560","현대비앤지스틸","KOSPI","철강금속","13170","180","1.39","198587940870"
"004310","현대약품","KOSPI","의약품","4180","155","3.85","133760000000"
"017800","현대엘리베이","KOSPI","기계","45500","-400","-0.87","1778703517500"
"307950","현대오토에버","KOSPI","서비스업","132500","1400","1.07","3633677615000"
"011210","현대위아","KOSPI","운수장비","42300","500","1.20","1150352010900"
"004020","현대제철","KOSPI","철강금속","25350","300","1.20","3382850649750"
"005440","현대지에프홀딩스","KOSPI","기타금융","4530","110","2.49","706246483530"
"005380","현대차","KOSPI","운수장비","216500","3000","1.41","45338605351500"
"005387","현대차2우B","KOSPI","운수장비","164700","1100","0.67","5889571697700"
"005389","현대차3우B","KOSPI","운수장비","157700","-300","-0.19","375389710800"
"005385","현대차우","KOSPI","운수장비","157700","-1200","-0.76","3764612507600"
"001500","현대차증권","KOSPI","증권","8800","-20","-0.23","279070545600"
"011760","현대코퍼레이션","KOSPI","유통업","19620","-480","-2.39","259552312920"
"227840","현대코퍼레이션홀딩스","KOSPI","유통업","10600","20","0.19","96468861600"
"126560","현대퓨처넷","KOSPI","통신업","3895","-15","-0.38","429240470775"
"001450","현대해상","KOSPI","보험","30750","650","2.16","2749050000000"
"057050","현대홈쇼핑","KOSPI","유통업","47350","-50","-0.11","568200000000"
"093240","형지엘리트","KOSPI","섬유의복","1369","25","1.86","46770865095"
"003010","혜인","KOSPI","유통업","4910","0","0.00","62419587770"
"111110","호전실업","KOSPI","섬유의복","8370","-130","-1.53","81607366080"
"008770","호텔신라","KOSPI","유통업","41050","-2550","-5.85","1611135367050"
"008775","호텔신라우","KOSPI","유통업","36000","-850","-2.31","27067644000"
"378850","화승알앤에이","KOSPI","운수장비","3800","60","1.60","72175767400"
"241590","화승엔터프라이즈","KOSPI","기타제조업","8860","-190","-2.10","536820985360"
"006060","화승인더","KOSPI","화학","4190","-60","-1.41","231790800000"
"013520","화승코퍼레이션","KOSPI","운수장비","1894","20","1.07","94797071288"
"010690","화신","KOSPI","운수장비","8850","100","1.14","309045628500"
"133820","화인베스틸","KOSPI","철강금속","863","25","2.98","26602939834"
"010660","화천기계","KOSPI","기계","2955","80","2.78","65010000000"
"000850","화천기공","KOSPI","기계","27250","50","0.18","59950000000"
"016580","환인제약","KOSPI","의약품","13360","170","1.29","248496935200"
"032560","황금에스티","KOSPI","철강금속","5270","0","0.00","89590000000"
"004800","효성","KOSPI","기타금융","50400","0","0.00","843716512800"
"094280","효성ITX","KOSPI","서비스업","12550","10","0.08","145055410000"
"298040","효성중공업","KOSPI","전기전자","443500","26000","6.23","4135437038000"
"298020","효성티앤씨","KOSPI","화학","303000","0","0.00","1311287646000"
"298000","효성화학","KOSPI","화학","39650","150","0.38","150345306150"
"093370","후성","KOSPI","화학","6180","0","0.00","662837939400"
"081660","휠라홀딩스","KOSPI","유통업","38600","-250","-0.64","2319699385400"
"005870","휴니드","KOSPI","전기전자","7900","-80","-1.00","111516518500"
"079980","휴비스","KOSPI","화학","2700","5","0.19","93150000000"
"005010","휴스틸","KOSPI","철강금속","4085","65","1.62","229528286375"
"000540","흥국화재","KOSPI","보험","3455","0","0.00","221958338475"
"000545","흥국화재우","KOSPI","보험","5010","10","0.20","3847680000"
"003280","흥아해운","KOSPI","운수창고업","1908","30","1.60","458730707292"